time,from,to,message,translation
2018-11-08 09:55:45,qq78263462,wxid_5390224027312,他也不知道你会不会呀？,"He also doesn't know if you will or not, right?"
2018-11-08 09:56:26,wxid_5390224027312,qq78263462,太高估我了[捂脸][捂脸],You overestimate me too much [covering face] [covering face]
2018-11-08 09:58:40,wxid_5390224027312,qq78263462,这种真的要实践,This really needs to be put into practice.
2018-11-08 10:00:16,qq78263462,wxid_5390224027312,没有任何事是偶尔巧合 尤其是我们这种工作,"There is no such thing as a coincidence, especially in our line of work."
2018-11-08 10:00:31,qq78263462,wxid_5390224027312,背后一定是有很多运作的,There must be a lot of operation behind it.
2018-11-08 10:01:01,qq78263462,wxid_5390224027312,现在还只是对客户 以后你自己操盘某些项目就更是了,"Now it's just for the customers. In the future, you will even be more in control of certain projects."
2018-11-08 10:03:47,wxid_5390224027312,qq78263462,我觉得你适合当我们领导[奸笑],I think you are suitable to be our leader [smirking]
2018-11-08 10:04:10,qq78263462,wxid_5390224027312,你这种话千万不要跟别的人说,Never say these words to anyone else.
2018-11-08 10:04:28,qq78263462,wxid_5390224027312,被你们王哲听到 我简直是惹祸上身,"Being heard by your Wang Zhe, I feel like I'm asking for trouble."
2018-11-08 10:04:40,qq78263462,wxid_5390224027312,你有啥子事 我们私底下说就是了,What's the matter? Let's talk about it privately.
2018-11-08 10:04:59,wxid_5390224027312,qq78263462,哈哈哈这个肯定不得说,"Haha, this definitely goes without saying."
2018-11-08 10:05:09,wxid_5390224027312,qq78263462,我们部门没有一个对王哲满意,Our department is not satisfied with Wang Zhe.
2018-11-08 10:05:29,qq78263462,wxid_5390224027312,也不要跟别人说我跟你说了啥子 我不该管的事 我就不该管 你晓得撒,"Don't tell anyone what I said to you. It's none of my business, so I shouldn't get involved. You understand?"
2018-11-08 10:06:16,wxid_5390224027312,qq78263462,嗯嗯，晓得,Understood.
2018-11-08 10:06:26,wxid_5390224027312,qq78263462,,
2018-11-08 10:06:27,wxid_5390224027312,qq78263462,,
2018-11-08 10:06:28,wxid_5390224027312,qq78263462,,
2018-11-08 10:10:13,qq78263462,wxid_5390224027312,啧啧啧,Tsk tsk tsk
2018-11-08 10:10:20,qq78263462,wxid_5390224027312,有人的地方就有江湖啊,"Where there are people, there is a world of rivers and lakes."
2018-11-08 10:10:41,wxid_5390224027312,qq78263462,江湖水太深,The rivers and lakes are too deep.
2018-11-08 10:11:02,qq78263462,wxid_5390224027312,我是啥子都不得怕哦,I'm not afraid of anything.
2018-11-08 10:11:11,qq78263462,wxid_5390224027312,你也不要怕,You don't have to be afraid.
2018-11-08 10:11:24,wxid_5390224027312,qq78263462,我希望以后可以达到你这种水平😂😂,I hope to reach your level in the future 😂😂
2018-11-08 10:11:29,wxid_5390224027312,qq78263462,我就啥子都不怕了,I'm not afraid of anything now.
2018-11-08 10:11:52,wxid_5390224027312,qq78263462,回想我突然错过了一个机会,I suddenly realized that I missed an opportunity.
2018-11-08 10:12:39,wxid_5390224027312,qq78263462,,
2018-11-08 12:20:12,wxid_5390224027312,qq78263462,大哥大，我想明天留在这里不去沈阳了，就把他这个事情先解决了，你觉得怎么样,"Brother, I want to stay here tomorrow and not go to Shenyang. Let's first solve this matter. What do you think?"
2018-11-08 12:28:19,qq78263462,wxid_5390224027312,你说对渠道吗？,Did you mention the right channel?
2018-11-08 12:28:36,qq78263462,wxid_5390224027312,那个公安的人跟你说了他没空哒,The police officer told you that he is too busy.
2018-11-08 12:29:00,wxid_5390224027312,qq78263462,他说下周没空,He said he is busy next week.
2018-11-08 12:29:11,wxid_5390224027312,qq78263462,我问一下，如果可以我明天就不走,"I'm asking, if possible I can stay tomorrow."
2018-11-08 12:33:21,qq78263462,wxid_5390224027312,你要自己判断很多东西,You have to judge a lot of things yourself.
2018-11-08 12:48:57,wxid_5390224027312,qq78263462,好想拥有你一样的能力,I really want to have the same abilities as you.
2018-11-08 12:49:23,qq78263462,wxid_5390224027312,晚点说 打游戏,"Let's talk later, play games."
2018-11-08 12:49:56,wxid_5390224027312,qq78263462,嗯嗯,Hmmhm
2018-11-08 15:28:38,qq78263462,wxid_5390224027312,你睡没有嘛,Are you sleeping or not?
2018-11-08 15:28:47,wxid_5390224027312,qq78263462,没有哦,No.
2018-11-08 15:28:51,wxid_5390224027312,qq78263462,打完了呀,Finished打完了
2018-11-08 15:28:57,wxid_5390224027312,qq78263462,我在给他们整报价,I am giving them a quote.
2018-11-08 15:29:06,wxid_5390224027312,qq78263462,我还是明天早上约一下那个,I'll make an appointment with that person tomorrow morning.
2018-11-08 15:29:16,wxid_5390224027312,qq78263462,我怕下下周回来这个事就真的凉了,"I'm afraid that if I don't come back by the week after next, it's really going to be a problem."
2018-11-08 15:29:25,qq78263462,wxid_5390224027312,你说那个公安的人？,Are you talking about that public security officer?
2018-11-08 15:29:34,wxid_5390224027312,qq78263462,报价我们的价格确实是gui,Our prices are indeed competitive.
2018-11-08 15:29:36,wxid_5390224027312,qq78263462,对的,Yes
2018-11-08 15:29:44,qq78263462,wxid_5390224027312,可以啊，趁热打铁,Strike while the iron is hot.
2018-11-08 15:29:59,qq78263462,wxid_5390224027312,但是他可能不的同意明天出来,But he may not agree to come out tomorrow.
2018-11-08 15:30:07,qq78263462,wxid_5390224027312,如果他明天要出来,If he is going to come out tomorrow.
2018-11-08 15:30:08,wxid_5390224027312,qq78263462,如果不得行，周末这两天我利用起来,"If it's not possible, I will make use of these two days over the weekend."
2018-11-08 15:30:19,qq78263462,wxid_5390224027312,他今天为啥子不说？,Why isn't he talking today?
2018-11-08 15:30:55,wxid_5390224027312,qq78263462,今天他们单位我托人了解了确实是有点忙，下午不方便让我过去,"Today they inquired through someone in their unit and confirmed that they are indeed a bit busy, so it's not convenient for me to go over in the afternoon."
2018-11-08 15:31:10,qq78263462,wxid_5390224027312,所以你可以再确认打听一下各方面的情况,So you can confirm and check all aspects again.
2018-11-08 15:31:20,qq78263462,wxid_5390224027312,知己知彼 百战百胜,"Know yourself and know your enemy, a hundred battles, a hundred victories."
2018-11-08 15:31:43,qq78263462,wxid_5390224027312,凉倒是不得彻底凉,It's not completely cold.
2018-11-08 15:31:50,wxid_5390224027312,qq78263462,下面的技术对我有色心,I have a special feeling for the following technology.
2018-11-08 15:31:56,wxid_5390224027312,qq78263462,[皱眉][皱眉],Frown Frown
2018-11-08 15:32:01,qq78263462,wxid_5390224027312,你太美了 又年轻,You are so beautiful and young
2018-11-08 15:32:02,wxid_5390224027312,qq78263462,能够感受的出来,Can feel
2018-11-08 15:32:17,qq78263462,wxid_5390224027312,你干脆说你结了婚的会不会好一点？,Can you just say whether you are married or not?
2018-11-08 15:32:18,wxid_5390224027312,qq78263462,我咋子去套哈话安[捂脸],How should I respond to this[covering face]
2018-11-08 15:32:24,wxid_5390224027312,qq78263462,他结了婚,He got married
2018-11-08 15:32:33,wxid_5390224027312,qq78263462,他问都没问我有没有结婚,He didn't even ask if I was married.
2018-11-08 15:32:35,wxid_5390224027312,qq78263462,😂😂😂,I am happy.
2018-11-08 15:32:40,wxid_5390224027312,qq78263462,或者耍朋友,or play with friends
2018-11-08 15:32:42,qq78263462,wxid_5390224027312,弄死他……,Kill him...
2018-11-08 15:32:49,qq78263462,wxid_5390224027312,傻逼男人,Silly idiot man
2018-11-08 15:32:57,wxid_5390224027312,qq78263462,我想套话,I want to be polite.
2018-11-08 15:33:02,wxid_5390224027312,qq78263462,不知咋套,Not sure how to coax
2018-11-08 15:33:17,qq78263462,wxid_5390224027312,你看起来太好骗了,You look too easy to deceive.
2018-11-08 15:33:26,wxid_5390224027312,qq78263462,真的吗[捂脸][捂脸],Really? [covering face] [covering face]
2018-11-08 15:33:42,qq78263462,wxid_5390224027312,你要表现得你经历过很多东西 这些渣渣就不敢乱打你主意了,"You need to show that you have experienced a lot, so these scumbags won't dare to mess with you."
2018-11-08 15:33:53,qq78263462,wxid_5390224027312,就算他打主意 他也会收敛,"Even if he has ideas, he will still be cautious."
2018-11-08 15:33:58,qq78263462,wxid_5390224027312,在心里打,打在心里 - Hit in the heart
2018-11-08 15:34:22,wxid_5390224027312,qq78263462,经验太少真的是感觉太糟了,Having too little experience really feels terrible.
2018-11-08 15:34:26,qq78263462,wxid_5390224027312,不要一来就跟人家很好讲话,Don't start off by talking too nicely to others.
2018-11-08 15:34:44,qq78263462,wxid_5390224027312,你要定位你自己,You must position yourself.
2018-11-08 15:34:49,wxid_5390224027312,qq78263462,我觉得我一讲话就暴露自己了,I feel like I expose myself as soon as I speak.
2018-11-08 15:34:57,wxid_5390224027312,qq78263462,高冷不起来,Unable to be cold and aloof
2018-11-08 15:35:32,qq78263462,wxid_5390224027312,你是销售 不是去卖东西 你手握着公司的产品和服务 是去给他们解决问题的,"You are a salesperson, not just selling things. You hold the company's products and services to help solve their problems."
2018-11-08 15:35:58,qq78263462,wxid_5390224027312,另一个方面 你带着10个点的返点 是去给他们增收的,"On the other hand, you bring a commission of 10 points to increase their income."
2018-11-08 15:36:03,qq78263462,wxid_5390224027312,不是你去求他们,It's not for you to seek them.
2018-11-08 15:36:16,qq78263462,wxid_5390224027312,是他们应该对你另眼相看,They should treat you differently.
2018-11-08 15:36:29,qq78263462,wxid_5390224027312,这些有眼无珠的死男人,These blind dead men.
2018-11-08 15:36:37,wxid_5390224027312,qq78263462,我还是觉得啊,I still feel.
2018-11-08 15:36:39,qq78263462,wxid_5390224027312,只晓得泡妹妹,Only know how to flirt with girls
2018-11-08 15:36:55,wxid_5390224027312,qq78263462,之前老子去讲ppt一直看到老子笑,"Before, when Laozi was giving a presentation, he kept smiling."
2018-11-08 15:37:24,qq78263462,wxid_5390224027312,你问他撒,You ask him.
2018-11-08 15:37:30,qq78263462,wxid_5390224027312,你们在笑什么？,What are you laughing at?
2018-11-08 15:37:38,qq78263462,wxid_5390224027312,有什么问题吗？,Is there any problem?
2018-11-08 15:37:54,qq78263462,wxid_5390224027312,艹…,Grass...
2018-11-08 15:38:08,wxid_5390224027312,qq78263462,下面没笑，就那个人一直在打电话，一直接,"The person below was not laughing, just kept making phone calls continuously."
2018-11-08 15:38:09,qq78263462,wxid_5390224027312,你是太不专业了还是咋子嘛？,Are you just so unprofessional or what?
2018-11-08 15:38:24,qq78263462,wxid_5390224027312,你就等他接,Just wait for him to pick up.
2018-11-08 15:38:30,qq78263462,wxid_5390224027312,他接完你再讲,He will speak after you finish.
2018-11-08 15:38:45,wxid_5390224027312,qq78263462,我吗，我就去很规矩的跟他们讲产品，然后有问题就解答，我觉得我做的都很正常,"Me? I just go and talk to them about the products in a proper manner, and then answer any questions. I feel like I'm doing everything very normally."
2018-11-08 15:39:34,qq78263462,wxid_5390224027312,他们看不起我们,They look down on us.
2018-11-08 15:39:47,qq78263462,wxid_5390224027312,我们人微言轻,We are all small and our words are light.
2018-11-08 15:39:51,qq78263462,wxid_5390224027312,很正常,Very normal
2018-11-08 15:40:03,wxid_5390224027312,qq78263462,有一点，而且我是女销售，这个行业本来女销售就少都以为我是那种,"There is one thing, and that I am a female salesperson in this industry where female salespeople are already rare, so everyone assumes I am like that."
2018-11-08 15:40:07,wxid_5390224027312,qq78263462,公关的,Public relations
2018-11-08 15:40:14,qq78263462,wxid_5390224027312,这些人 要么就听有钱的说话 要么就听有权的说话,These people either listen to the rich or listen to the powerful.
2018-11-08 15:40:24,qq78263462,wxid_5390224027312,跟你说个事,I have something to tell you.
2018-11-08 15:40:35,wxid_5390224027312,qq78263462,嗯嗯,Hmm.
2018-11-08 15:40:54,qq78263462,wxid_5390224027312,你晓不晓得 C总想做品牌公关的部门 想让我来管,Do you know that C always wants to establish a brand public relations department and wants me to manage it?
2018-11-08 15:41:11,qq78263462,wxid_5390224027312,然后他们觉得市场部没什么作用,Then they feel that the marketing department is useless.
2018-11-08 15:41:48,wxid_5390224027312,qq78263462,之前市场部的事情更少，现在好像稍微要好点了,"Before, there was less work in the marketing department, but now it seems to be slightly better."
2018-11-08 15:42:45,qq78263462,wxid_5390224027312,啥子东西不是付出换来的嘛 天天坐在办公室就体面嗦 做技术就体面嗦,What kind of thing is not earned through effort? Sitting in the office every day is not decent. Doing technology is not decent.
2018-11-08 15:43:18,qq78263462,wxid_5390224027312,我后来想了一哈,I thought about it later
2018-11-08 15:43:21,wxid_5390224027312,qq78263462,是呀，我么就是看到天天在外面看起体面实则一言难尽,"Yes, we just see him looking decent every day outside, but in fact it's hard to say."
2018-11-08 15:44:14,wxid_5390224027312,qq78263462,然后呢,And then?
2018-11-08 15:44:17,qq78263462,wxid_5390224027312,这次培训 C总让我来筹备的 培训课程那些是周伟伟他们弄的 但是其他的事情他都交给了我,"This training was organized by C, but the training course was prepared by Zhou Weiwei and the others. However, he entrusted me with all other matters."
2018-11-08 15:44:23,qq78263462,wxid_5390224027312,那天刘桢宇也在,"That day, Liu Zhenyu was also there."
2018-11-08 15:44:41,qq78263462,wxid_5390224027312,她开始可能以为C总是叫她来做,She may have mistaken that C always calls her to come.
